date,category,amount,type,signed_amount
2023-08-05,Investment,2481.0,Income,2481.0
2023-08-07,Salary,363.39,Expense,-363.39
2023-08-07,Health & Fitness,695.06,Expense,-695.06
2023-08-09,Travel,1500.43,Expense,-1500.43
2023-08-09,Travel,64.63,Expense,-64.63
2023-08-10,Investment,2313.0,Income,2313.0
2023-08-10,Entertainment,545.48,Expense,-545.48
2023-08-11,Food & Drink,1730.61,Expense,-1730.61
2023-08-16,Food & Drink,953.45,Expense,-953.45
2023-08-17,Investment,569.0,Income,569.0
2023-08-17,Travel,1428.35,Expense,-1428.35
2023-08-21,Travel,853.38,Expense,-853.38
2023-08-22,Health & Fitness,923.41,Expense,-923.41
2023-08-23,Travel,1357.62,Expense,-1357.62
2023-08-25,Shopping,1173.13,Expense,-1173.13
2023-08-27,Other,2815.0,Income,2815.0
2023-08-30,Rent,968.66,Expense,-968.66
2023-08-30,Travel,1284.78,Expense,-1284.78
2023-08-30,Travel,1315.68,Expense,-1315.68
2023-08-30,Travel,384.84,Expense,-384.84
2023-09-01,Entertainment,1800.38,Expense,-1800.38
2023-09-01,Shopping,1324.46,Expense,-1324.46
2023-09-03,Food & Drink,1314.25,Expense,-1314.25
2023-09-04,Travel,1814.75,Expense,-1814.75
2023-09-04,Food & Drink,1170.22,Expense,-1170.22
2023-09-04,Entertainment,692.9,Expense,-692.9
2023-09-07,Salary,1813.99,Expense,-1813.99
2023-09-10,Travel,1692.38,Expense,-1692.38
2023-09-11,Utilities,594.63,Expense,-594.63
2023-09-11,Travel,1453.12,Expense,-1453.12
2023-09-12,Utilities,1894.38,Expense,-1894.38
2023-09-12,Rent,452.28,Expense,-452.28
2023-09-13,Travel,846.74,Expense,-846.74
2023-09-14,Health & Fitness,528.51,Expense,-528.51
2023-09-14,Rent,946.37,Expense,-946.37
2023-09-14,Rent,949.72,Expense,-949.72
2023-09-15,Investment,3626.0,Income,3466.7799999999997
2023-09-15,Shopping,117.58,Expense,-117.58
2023-09-16,Utilities,1984.77,Expense,-1984.77
2023-09-16,Salary,295.02,Expense,-295.02
2023-09-21,Utilities,1560.09,Expense,-1560.09
2023-09-21,Utilities,633.69,Expense,-633.69
2023-09-23,Other,2740.0,Income,2740.0
2023-09-24,Utilities,1156.8,Expense,-1156.8
2023-09-28,Investment,1560.0,Income,1560.0
2023-09-29,Shopping,812.75,Expense,-812.75
2023-10-03,Shopping,19.29,Expense,-19.29
2023-10-04,Health & Fitness,1900.64,Expense,-1900.64
2023-10-04,Entertainment,45.65,Expense,-45.65
2023-10-05,Investment,2353.0,Income,2353.0
2023-10-06,Health & Fitness,631.06,Expense,-631.06
2023-10-08,Other,1868.0,Income,1868.0
2023-10-08,Investment,2942.0,Income,2942.0
2023-10-08,Salary,1458.39,Expense,-1458.39
2023-10-09,Health & Fitness,872.99,Expense,-872.99
2023-10-09,Utilities,692.04,Expense,-692.04
2023-10-11,Health & Fitness,1502.73,Expense,-1502.73
2023-10-13,Other,656.0,Income,656.0
2023-10-14,Utilities,430.27,Expense,-430.27
2023-10-14,Investment,1508.0,Income,1508.0
2023-10-15,Food & Drink,756.63,Expense,-756.63
2023-10-15,Food & Drink,1191.91,Expense,-1191.91
2023-10-16,Investment,661.0,Income,661.0
2023-10-17,Investment,3914.0,Income,3466.7799999999997
2023-10-17,Rent,1099.09,Expense,-1099.09
2023-10-27,Utilities,418.93,Expense,-418.93
2023-10-27,Food & Drink,609.22,Expense,-609.22
2023-10-29,Travel,1249.37,Expense,-1249.37
2023-10-30,Shopping,1663.0,Expense,-1663.0
2023-10-30,Investment,2815.0,Income,2815.0
2023-11-04,Investment,4577.0,Income,3466.7799999999997
2023-11-05,Investment,2654.0,Income,2654.0
2023-11-08,Entertainment,722.26,Expense,-722.26
2023-11-08,Utilities,88.42,Expense,-88.42
2023-11-08,Entertainment,1379.53,Expense,-1379.53
2023-11-09,Entertainment,15.45,Expense,-15.45
2023-11-09,Rent,1672.11,Expense,-1672.11
2023-11-11,Utilities,1899.4,Expense,-1899.4
2023-11-11,Rent,1449.89,Expense,-1449.89
2023-11-13,Other,2393.0,Income,2393.0
2023-11-14,Travel,535.61,Expense,-535.61
2023-11-14,Investment,823.0,Income,823.0
2023-11-15,Health & Fitness,1605.18,Expense,-1605.18
2023-11-17,Rent,199.05,Expense,-199.05
2023-11-18,Food & Drink,29.25,Expense,-29.25
2023-11-21,Investment,3192.0,Income,3192.0
2023-11-21,Salary,1910.63,Expense,-1910.63
2023-11-22,Rent,751.52,Expense,-751.52
2023-11-23,Rent,807.55,Expense,-807.55
2023-11-23,Travel,1673.06,Expense,-1673.06
2023-11-26,Salary,1601.8,Expense,-1601.8
2023-11-26,Utilities,234.98,Expense,-234.98
2023-11-26,Food & Drink,1963.32,Expense,-1963.32
2023-11-26,Rent,837.9,Expense,-837.9
2023-11-27,Salary,370.71,Expense,-370.71
2023-11-27,Health & Fitness,1226.6,Expense,-1226.6
2023-11-28,Utilities,971.33,Expense,-971.33
2023-11-28,Shopping,886.97,Expense,-886.97
2023-11-29,Other,601.0,Income,601.0
2023-12-05,Entertainment,1956.01,Expense,-1956.01
2023-12-05,Health & Fitness,1043.01,Expense,-1043.01
2023-12-06,Rent,871.37,Expense,-871.37
2023-12-08,Salary,698.04,Expense,-698.04
2023-12-09,Shopping,305.82,Expense,-305.82
2023-12-09,Food & Drink,33.17,Expense,-33.17
2023-12-10,Salary,1705.22,Expense,-1705.22
2023-12-11,Rent,1505.35,Expense,-1505.35
2023-12-13,Health & Fitness,1940.59,Expense,-1940.59
2023-12-14,Investment,3601.0,Income,3466.7799999999997
2023-12-14,Entertainment,166.87,Expense,-166.87
2023-12-18,Salary,185.16,Expense,-185.16
2023-12-20,Health & Fitness,246.23,Expense,-246.23
2023-12-21,Food & Drink,214.26,Expense,-214.26
2023-12-22,Food & Drink,1653.56,Expense,-1653.56
2023-12-23,Travel,1781.32,Expense,-1781.32
2023-12-25,Salary,1901.21,Expense,-1901.21
2023-12-26,Food & Drink,1635.01,Expense,-1635.01
2023-12-27,Health & Fitness,1124.7,Expense,-1124.7
2023-12-29,Salary,1436.15,Expense,-1436.15
2023-12-29,Salary,236.91,Expense,-236.91
2023-12-29,Entertainment,14.37,Expense,-14.37
2024-01-02,Travel,1099.9,Expense,-1099.9
2024-01-02,Rent,101.1,Expense,-101.1
2024-01-04,Investment,3852.0,Income,3466.7799999999997
2024-01-04,Investment,2036.0,Income,2036.0
2024-01-07,Other,2266.0,Income,2266.0
2024-01-09,Entertainment,1436.41,Expense,-1436.41
2024-01-09,Other,880.0,Income,880.0
2024-01-10,Rent,1546.57,Expense,-1546.57
2024-01-11,Utilities,1928.07,Expense,-1928.07
2024-01-11,Investment,4045.0,Income,3466.7799999999997
2024-01-11,Salary,1849.5,Expense,-1849.5
2024-01-12,Utilities,1386.72,Expense,-1386.72
2024-01-13,Investment,1348.0,Income,1348.0
2024-01-14,Health & Fitness,1013.18,Expense,-1013.18
2024-01-15,Entertainment,554.46,Expense,-554.46
2024-01-16,Travel,911.16,Expense,-911.16
2024-01-16,Other,4696.0,Income,3466.7799999999997
2024-01-16,Health & Fitness,1426.63,Expense,-1426.63
2024-01-17,Entertainment,409.77,Expense,-409.77
2024-01-19,Travel,1376.36,Expense,-1376.36
2024-01-19,Utilities,1962.86,Expense,-1962.86
2024-01-19,Utilities,1012.75,Expense,-1012.75
2024-01-19,Health & Fitness,1423.6,Expense,-1423.6
2024-01-20,Salary,1169.78,Expense,-1169.78
2024-01-22,Shopping,1351.74,Expense,-1351.74
2024-01-23,Travel,1756.18,Expense,-1756.18
2024-01-24,Food & Drink,1050.23,Expense,-1050.23
2024-01-25,Investment,934.0,Income,934.0
2024-01-26,Entertainment,541.29,Expense,-541.29
2024-01-26,Travel,1369.95,Expense,-1369.95
2024-01-26,Investment,2917.0,Income,2917.0
2024-01-27,Food & Drink,723.78,Expense,-723.78
2024-01-28,Entertainment,1487.4,Expense,-1487.4
2024-01-30,Entertainment,1026.74,Expense,-1026.74
2024-02-01,Travel,1388.94,Expense,-1388.94
2024-02-06,Other,3674.0,Income,3466.7799999999997
2024-02-07,Health & Fitness,1932.01,Expense,-1932.01
2024-02-07,Other,2163.0,Income,2163.0
2024-02-10,Salary,1661.67,Expense,-1661.67
2024-02-10,Health & Fitness,1512.66,Expense,-1512.66
2024-02-10,Entertainment,1554.53,Expense,-1554.53
2024-02-14,Travel,903.14,Expense,-903.14
2024-02-14,Rent,382.08,Expense,-382.08
2024-02-15,Investment,3590.0,Income,3466.7799999999997
2024-02-16,Other,2664.0,Income,2664.0
2024-02-17,Other,546.0,Income,546.0
2024-02-19,Utilities,89.48,Expense,-89.48
2024-02-21,Food & Drink,1549.59,Expense,-1549.59
2024-02-21,Travel,986.2,Expense,-986.2
2024-02-21,Health & Fitness,155.03,Expense,-155.03
2024-02-22,Entertainment,1914.41,Expense,-1914.41
2024-02-23,Utilities,837.7,Expense,-837.7
2024-02-23,Rent,705.31,Expense,-705.31
2024-02-24,Health & Fitness,668.82,Expense,-668.82
2024-02-24,Salary,1993.3,Expense,-1993.3
2024-02-25,Food & Drink,238.3,Expense,-238.3
2024-02-27,Entertainment,1809.95,Expense,-1809.95
2024-02-27,Entertainment,1918.2,Expense,-1918.2
2024-02-27,Health & Fitness,768.93,Expense,-768.93
2024-02-28,Rent,777.89,Expense,-777.89
2024-02-29,Travel,59.16,Expense,-59.16
2024-03-02,Health & Fitness,1033.48,Expense,-1033.48
2024-03-03,Salary,97.26,Expense,-97.26
2024-03-05,Entertainment,647.42,Expense,-647.42
2024-03-05,Investment,1871.0,Income,1871.0
2024-03-06,Food & Drink,1257.6,Expense,-1257.6
2024-03-06,Entertainment,1731.25,Expense,-1731.25
2024-03-06,Rent,419.1,Expense,-419.1
2024-03-07,Shopping,1296.66,Expense,-1296.66
2024-03-07,Utilities,57.27,Expense,-57.27
2024-03-08,Food & Drink,184.17,Expense,-184.17
2024-03-11,Other,1077.0,Income,1077.0
2024-03-13,Entertainment,1822.86,Expense,-1822.86
2024-03-15,Salary,1264.13,Expense,-1264.13
2024-03-16,Food & Drink,785.11,Expense,-785.11
2024-03-18,Investment,1018.0,Income,1018.0
2024-03-26,Food & Drink,1404.76,Expense,-1404.76
2024-03-27,Investment,2874.0,Income,2874.0
2024-03-28,Travel,1217.07,Expense,-1217.07
2024-03-29,Salary,769.01,Expense,-769.01
2024-03-30,Food & Drink,953.24,Expense,-953.24
2024-03-30,Utilities,1496.04,Expense,-1496.04
2024-04-03,Travel,1920.67,Expense,-1920.67
2024-04-04,Other,591.0,Income,591.0
2024-04-06,Utilities,255.24,Expense,-255.24
2024-04-07,Other,4900.0,Income,3466.7799999999997
2024-04-08,Rent,616.34,Expense,-616.34
2024-04-09,Health & Fitness,431.36,Expense,-431.36
2024-04-09,Utilities,330.3,Expense,-330.3
2024-04-10,Travel,396.71,Expense,-396.71
2024-04-10,Investment,4996.0,Income,3466.7799999999997
2024-04-11,Rent,588.4,Expense,-588.4
2024-04-13,Investment,2117.0,Income,2117.0
2024-04-16,Salary,1903.56,Expense,-1903.56
2024-04-17,Entertainment,209.09,Expense,-209.09
2024-04-17,Entertainment,642.39,Expense,-642.39
2024-04-17,Travel,1389.98,Expense,-1389.98
2024-04-18,Other,3091.0,Income,3091.0
2024-04-20,Utilities,19.62,Expense,-19.62
2024-04-21,Entertainment,1427.28,Expense,-1427.28
2024-04-22,Travel,1681.82,Expense,-1681.82
2024-04-23,Other,4431.0,Income,3466.7799999999997
2024-04-25,Health & Fitness,1551.79,Expense,-1551.79
2024-04-26,Rent,359.78,Expense,-359.78
2024-04-26,Travel,1718.84,Expense,-1718.84
2024-04-30,Investment,2656.0,Income,2656.0
2024-05-02,Rent,1457.58,Expense,-1457.58
2024-05-03,Food & Drink,1627.16,Expense,-1627.16
2024-05-04,Entertainment,1813.54,Expense,-1813.54
2024-05-04,Salary,1311.28,Expense,-1311.28
2024-05-05,Other,2329.0,Income,2329.0
2024-05-05,Travel,276.42,Expense,-276.42
2024-05-14,Rent,799.6,Expense,-799.6
2024-05-15,Entertainment,1697.48,Expense,-1697.48
2024-05-17,Utilities,1516.84,Expense,-1516.84
2024-05-20,Investment,1967.0,Income,1967.0
2024-05-22,Utilities,1474.48,Expense,-1474.48
2024-05-23,Health & Fitness,90.44,Expense,-90.44
2024-05-25,Entertainment,135.09,Expense,-135.09
2024-05-26,Food & Drink,1340.49,Expense,-1340.49
2024-05-27,Health & Fitness,782.31,Expense,-782.31
2024-05-27,Food & Drink,89.41,Expense,-89.41
2024-05-31,Rent,1410.44,Expense,-1410.44
2024-06-01,Travel,1671.4,Expense,-1671.4
2024-06-02,Utilities,759.55,Expense,-759.55
2024-06-02,Rent,1038.16,Expense,-1038.16
2024-06-03,Entertainment,1037.58,Expense,-1037.58
2024-06-04,Health & Fitness,978.85,Expense,-978.85
2024-06-06,Food & Drink,1008.66,Expense,-1008.66
2024-06-07,Investment,2384.0,Income,2384.0
2024-06-09,Other,2232.0,Income,2232.0
2024-06-10,Investment,3467.0,Income,3466.7799999999997
2024-06-12,Rent,1325.61,Expense,-1325.61
2024-06-13,Health & Fitness,1443.31,Expense,-1443.31
2024-06-13,Salary,963.25,Expense,-963.25
2024-06-14,Shopping,54.67,Expense,-54.67
2024-06-15,Investment,1603.0,Income,1603.0
2024-06-16,Food & Drink,1782.69,Expense,-1782.69
2024-06-17,Investment,2615.0,Income,2615.0
2024-06-21,Shopping,1202.72,Expense,-1202.72
2024-06-21,Food & Drink,1758.23,Expense,-1758.23
2024-06-22,Travel,1895.04,Expense,-1895.04
2024-06-23,Salary,1735.93,Expense,-1735.93
2024-06-23,Other,1669.0,Income,1669.0
2024-06-23,Utilities,1250.19,Expense,-1250.19
2024-06-23,Utilities,1451.13,Expense,-1451.13
2024-06-23,Salary,1197.1,Expense,-1197.1
2024-07-01,Other,3657.0,Income,3466.7799999999997
2024-07-05,Investment,2157.0,Income,2157.0
2024-07-06,Shopping,1654.76,Expense,-1654.76
2024-07-07,Utilities,956.98,Expense,-956.98
2024-07-07,Food & Drink,1756.73,Expense,-1756.73
2024-07-07,Rent,195.45,Expense,-195.45
2024-07-07,Food & Drink,1794.97,Expense,-1794.97
2024-07-13,Shopping,1048.87,Expense,-1048.87
2024-07-13,Food & Drink,1398.31,Expense,-1398.31
2024-07-16,Salary,1581.22,Expense,-1581.22
2024-07-20,Rent,856.72,Expense,-856.72
2024-07-21,Entertainment,1821.07,Expense,-1821.07
2024-07-22,Other,2611.0,Income,2611.0
2024-07-23,Investment,4780.0,Income,3466.7799999999997
2024-07-23,Investment,3572.0,Income,3466.7799999999997
2024-07-25,Health & Fitness,823.6,Expense,-823.6
2024-07-26,Other,2577.0,Income,2577.0
2024-07-26,Shopping,1133.69,Expense,-1133.69
2024-07-26,Shopping,1512.39,Expense,-1512.39
2024-07-26,Salary,365.65,Expense,-365.65
2024-07-27,Salary,515.02,Expense,-515.02
2024-07-27,Health & Fitness,1550.65,Expense,-1550.65
2024-07-27,Utilities,1711.45,Expense,-1711.45
2024-07-28,Entertainment,898.72,Expense,-898.72
2024-07-28,Utilities,209.55,Expense,-209.55
2024-07-29,Health & Fitness,1603.7,Expense,-1603.7
2024-07-29,Food & Drink,329.87,Expense,-329.87
2024-07-29,Food & Drink,1610.7,Expense,-1610.7
2024-07-30,Salary,1852.46,Expense,-1852.46
2024-07-30,Rent,533.55,Expense,-533.55
2024-08-01,Food & Drink,1451.74,Expense,-1451.74
2024-08-02,Shopping,1231.79,Expense,-1231.79
2024-08-02,Food & Drink,1891.97,Expense,-1891.97
2024-08-03,Salary,883.55,Expense,-883.55
2024-08-03,Travel,397.55,Expense,-397.55
2024-08-08,Entertainment,1234.23,Expense,-1234.23
2024-08-09,Health & Fitness,486.12,Expense,-486.12
2024-08-11,Investment,1211.0,Income,1211.0
2024-08-14,Shopping,712.72,Expense,-712.72
2024-08-14,Entertainment,1040.31,Expense,-1040.31
2024-08-14,Rent,1839.16,Expense,-1839.16
2024-08-15,Health & Fitness,701.48,Expense,-701.48
2024-08-22,Entertainment,1216.66,Expense,-1216.66
2024-08-23,Other,538.0,Income,538.0
2024-08-25,Shopping,1017.41,Expense,-1017.41
2024-08-25,Travel,686.53,Expense,-686.53
2024-08-25,Other,4906.0,Income,3466.7799999999997
2024-08-27,Travel,1391.44,Expense,-1391.44
2024-08-27,Salary,1542.23,Expense,-1542.23
2024-08-28,Salary,1366.37,Expense,-1366.37
2024-08-28,Food & Drink,969.12,Expense,-969.12
2024-08-28,Shopping,1270.99,Expense,-1270.99
2024-08-30,Entertainment,1602.32,Expense,-1602.32
2024-09-01,Health & Fitness,1037.84,Expense,-1037.84
2024-09-02,Other,2533.0,Income,2533.0
2024-09-05,Shopping,1350.66,Expense,-1350.66
2024-09-05,Rent,1113.56,Expense,-1113.56
2024-09-05,Other,3396.0,Income,3396.0
2024-09-05,Travel,373.74,Expense,-373.74
2024-09-06,Entertainment,1003.01,Expense,-1003.01
2024-09-07,Investment,2674.0,Income,2674.0
2024-09-08,Entertainment,1671.53,Expense,-1671.53
2024-09-10,Health & Fitness,320.43,Expense,-320.43
2024-09-13,Investment,4535.0,Income,3466.7799999999997
2024-09-15,Food & Drink,1697.54,Expense,-1697.54
2024-09-16,Health & Fitness,989.76,Expense,-989.76
2024-09-17,Travel,986.7,Expense,-986.7
2024-09-17,Travel,801.78,Expense,-801.78
2024-09-17,Utilities,117.75,Expense,-117.75
2024-09-18,Salary,1879.91,Expense,-1879.91
2024-09-21,Other,3725.0,Income,3466.7799999999997
2024-09-22,Utilities,919.82,Expense,-919.82
2024-09-23,Other,3085.0,Income,3085.0
2024-09-24,Food & Drink,1351.47,Expense,-1351.47
2024-09-25,Rent,657.62,Expense,-657.62
2024-09-26,Travel,382.43,Expense,-382.43
2024-09-26,Travel,947.98,Expense,-947.98
2024-09-27,Health & Fitness,375.99,Expense,-375.99
2024-09-27,Shopping,1404.42,Expense,-1404.42
2024-10-01,Shopping,566.46,Expense,-566.46
2024-10-01,Investment,2372.0,Income,2372.0
2024-10-02,Travel,1610.13,Expense,-1610.13
2024-10-02,Shopping,400.17,Expense,-400.17
2024-10-03,Utilities,951.24,Expense,-951.24
2024-10-04,Other,4592.0,Income,3466.7799999999997
2024-10-04,Other,4486.0,Income,3466.7799999999997
2024-10-07,Food & Drink,802.82,Expense,-802.82
2024-10-08,Food & Drink,438.78,Expense,-438.78
2024-10-09,Rent,905.21,Expense,-905.21
2024-10-10,Health & Fitness,727.01,Expense,-727.01
2024-10-10,Travel,694.84,Expense,-694.84
2024-10-11,Health & Fitness,1736.06,Expense,-1736.06
2024-10-12,Entertainment,1157.94,Expense,-1157.94
2024-10-15,Utilities,1958.95,Expense,-1958.95
2024-10-17,Health & Fitness,1349.65,Expense,-1349.65
2024-10-17,Salary,1780.37,Expense,-1780.37
2024-10-18,Travel,932.87,Expense,-932.87
2024-10-19,Utilities,1284.76,Expense,-1284.76
2024-10-19,Shopping,1266.23,Expense,-1266.23
2024-10-21,Rent,167.43,Expense,-167.43
2024-10-21,Health & Fitness,640.59,Expense,-640.59
2024-10-21,Travel,1214.72,Expense,-1214.72
2024-10-23,Salary,1564.14,Expense,-1564.14
2024-10-24,Salary,833.84,Expense,-833.84
2024-10-28,Investment,1524.0,Income,1524.0
2024-11-01,Travel,1881.47,Expense,-1881.47
2024-11-02,Rent,429.04,Expense,-429.04
2024-11-03,Rent,136.95,Expense,-136.95
2024-11-03,Food & Drink,62.47,Expense,-62.47
2024-11-11,Rent,216.82,Expense,-216.82
2024-11-11,Rent,1313.12,Expense,-1313.12
2024-11-12,Travel,466.42,Expense,-466.42
2024-11-13,Salary,1256.7,Expense,-1256.7
2024-11-13,Investment,734.0,Income,734.0
2024-11-13,Other,3164.0,Income,3164.0
2024-11-13,Salary,1950.21,Expense,-1950.21
2024-11-14,Travel,1101.61,Expense,-1101.61
2024-11-14,Investment,4240.0,Income,3466.7799999999997
2024-11-16,Shopping,1051.69,Expense,-1051.69
2024-11-17,Travel,1818.76,Expense,-1818.76
2024-11-17,Entertainment,1611.37,Expense,-1611.37
2024-11-17,Health & Fitness,830.29,Expense,-830.29
2024-11-17,Investment,500.0,Income,500.0
2024-11-18,Utilities,694.33,Expense,-694.33
2024-11-18,Food & Drink,1378.66,Expense,-1378.66
2024-11-19,Salary,606.22,Expense,-606.22
2024-11-20,Travel,1198.04,Expense,-1198.04
2024-11-20,Health & Fitness,385.26,Expense,-385.26
2024-11-22,Shopping,795.56,Expense,-795.56
2024-11-23,Other,3599.0,Income,3466.7799999999997
2024-11-24,Rent,850.26,Expense,-850.26
2024-11-24,Travel,576.51,Expense,-576.51
2024-11-24,Travel,831.68,Expense,-831.68
2024-11-25,Utilities,281.88,Expense,-281.88
2024-11-25,Other,4209.0,Income,3466.7799999999997
2024-11-25,Salary,383.7,Expense,-383.7
2024-11-26,Investment,4882.0,Income,3466.7799999999997
2024-11-29,Investment,2811.0,Income,2811.0
2024-11-30,Salary,1456.94,Expense,-1456.94
2024-12-02,Utilities,39.3,Expense,-39.3
2024-12-05,Shopping,630.04,Expense,-630.04
2024-12-06,Health & Fitness,932.73,Expense,-932.73
2024-12-09,Health & Fitness,169.64,Expense,-169.64
2024-12-11,Utilities,121.52,Expense,-121.52
2024-12-12,Rent,1090.95,Expense,-1090.95
2024-12-12,Other,3625.0,Income,3466.7799999999997
2024-12-15,Rent,1949.45,Expense,-1949.45
2024-12-16,Shopping,1544.74,Expense,-1544.74
2024-12-19,Food & Drink,406.37,Expense,-406.37
2024-12-19,Rent,1047.07,Expense,-1047.07
2024-12-21,Salary,784.35,Expense,-784.35
2024-12-23,Health & Fitness,325.64,Expense,-325.64
2024-12-28,Rent,514.09,Expense,-514.09
2024-12-28,Entertainment,727.25,Expense,-727.25
2024-12-28,Investment,1425.0,Income,1425.0
2024-12-29,Shopping,655.78,Expense,-655.78
2024-12-29,Other,1480.0,Income,1480.0
